20220715_150933b_Length_MSL_temprecord_points_trans.dat
Hash: 7592249e5d585bc6583fe8c8d9936ebdd029f5b3; comment
no.	runtime	datetime	mrh 2900	mFP 2900	mDP 2900	mPPMv 2900	mPPMw 2900	mPs 2900	mPc 2900	mTs 2900	mTc 2900	mQ 2900	mTcab 2900	mTexp 2900	mTps 2900	mPg 2900	mWater 2900	mTs SIL035 C10	mTc2 (mini) SIL042 C11	mTc2 SIL049 C12	mTc1 SIL051 C13	mSIL054 C14	mSIL055 C15	mTc3 (mini) SIL050 C16	mDP MSL473_SHX	mFP MSL473_SHX	mRH MSL473_SHX	mRHw MSL473_SHX	mTx MSL473_SHX	mTh MSL473_SHX	mStable MSL473_SHX	mMensor 12TM P	mMensor 133U P	mMensor 0MG4 Ps 2900	mFP_at_DUT	mDP_at_DUT	mRH_at_DUT	srh 2900	sFP 2900	sDP 2900	sPPMv 2900	sPPMw 2900	sPs 2900	sPc 2900	sTs 2900	sTc 2900	sQ 2900	sTcab 2900	sTexp 2900	sTps 2900	sPg 2900	sWater 2900	sTs SIL035 C10	sTc2 (mini) SIL042 C11	sTc2 SIL049 C12	sTc1 SIL051 C13	sSIL054 C14	sSIL055 C15	sTc3 (mini) SIL050 C16	sDP MSL473_SHX	sFP MSL473_SHX	sRH MSL473_SHX	sRHw MSL473_SHX	sTx MSL473_SHX	sTh MSL473_SHX	sStable MSL473_SHX	sMensor 12TM P	sMensor 133U P	sMensor 0MG4 Ps 2900	sFP_at_DUT	sDP_at_DUT	sRH_at_DUT	window	comment
1	239.8835155814886	2022-07-15 19:10:46	9.999830487341672	-11.128521595127609	-12.48300875743405	2352.309438087491	1463.467902927259	10.282943654188688	1.0053606229739902	19.99991335546974	20.074500733843287	40.002593228866445	22.30996747123756	20.30960147800597	32.947326508362394	10.198672865680635	87.89262076920912	20.014299985184177	20.1052649015974	20.115182158145537	20.09602718404283	20.159638129868146	20.093009266174747	20.261239066526525	-12.31231	-10.9745	10.102	10.101959999999998	20.13312	20.97869	1.0	1.0057890400000002	1.00535641	10.280786005352999	-11.116798824948251	-12.470882942801389	9.985462338626473	0.0002962147892745059	0.00034228754019123515	0.00037997205428851646	0.1682739514119095	0.1046901070101223	0.0007945317356853244	5.585157374238813e-05	0.00024140558258441534	0.00020010298847105408	0.006981285622970681	0.018187002467556158	0.0008086728814251784	0.12200678712247341	0.0003630834072770669	0.0032892523999757334	0.0002751221118998742	0.00016225971605976727	0.00010048918447494376	0.00035183591846500305	0.000761512222397344	0.00014830960902728255	0.02381149322723482	0.0021177582487148143	0.0019508972294821946	0.0015899685531482138	0.0015957443404255815	0.0009141115905627208	0.00028089143810310817	0.0	5.539337866566129e-05	5.700756879573376e-05	0.001010184115720824	0.000800975872140746	0.0008892901096363896	0.0007016919375472134	10	
2	330.51650013774633	2022-07-15 20:41:24	26.98907127644863	0.5054998275407231	0.5054998275407231	6368.2591430016455	3961.9544531025795	3.7412338293539924	1.0057929146797706	19.999864877470507	20.06634372632822	39.99992413249631	22.328942255162932	20.30984846375808	32.98503818574392	10.204410628708677	87.86221856610959	20.014294983373354	20.096705039778065	20.10566082044736	20.088444471433398	20.12964328094853	20.086359716818045	20.297540880597712	0.5551544	0.5551485	27.02083	27.0209	20.10541	20.624249999999996	1.0	1.0062185600000002	1.0057859900000001	3.7407777257444708	0.5190010367724469	0.5190010367724469	26.95051906608246	0.0013963733540061053	0.0006721335365291129	0.0006721335365291129	0.3705198875222315	0.23051557503627584	0.0002518675734906822	5.8878188825300984e-05	0.00024061958404209734	0.0002368295039931501	0.008094808012091755	0.031092346371377515	0.00048012167895938624	0.08155974625172056	0.0005279382419214881	0.004941833959797253	0.00035057847311400966	0.00016168174913323098	0.00010207708867081104	0.00024387252000206933	0.00047395960747266395	0.0001690666965126157	0.044379939390896746	0.00429670169315952	0.004318883287378816	0.008665915993130777	0.008769606604631813	0.0007203471385381226	0.00021095023109839815	0.0	5.4763549921462504e-05	5.856747305460052e-05	0.00197284699761033	0.007540047153478343	0.007540047153478343	0.01465975560999783	10	
3	421.14751752465963	2022-07-15 22:12:02	43.99739003293	7.450698974455577	7.450698974455577	10415.6684556949	6480.013311868738	2.286889552390286	1.006401024127531	19.999973570296852	20.064337121916036	40.00113612027063	22.30755336213749	20.31034753869609	33.009614312333994	10.205192051903271	87.46346880953033	20.01433592113056	20.094713389456782	20.103190116488754	20.086878804230174	20.12147269832859	20.085128054062018	20.256703229564394	7.533833	7.533970999999999	44.15922	44.1592	20.09717	20.513799999999996	1.0	1.00683694	1.00640594	2.28752113063104	7.459583452128871	7.459583452128871	43.918848578558666	0.0036220877083092784	0.0011680343841602285	0.0011680343841602285	0.9881198854900222	0.6147497915268956	0.00022374836102965657	5.340673697132183e-05	0.00014976960208492064	0.00013137570358677715	0.004815671676067967	0.025438350234844323	0.0011366509339214243	0.06652075956995455	0.00040141295070152697	0.04829834548909728	0.000311689518691019	0.0001713378490623939	8.589973623297438e-05	0.0002658712415335389	0.0006010092152566324	0.00012116256054224366	0.04598324267197977	0.0055122518991787915	0.005469845427432091	0.016443953295967612	0.016518837731510576	0.0004290687590589974	0.00021447610589477232	0.0	5.279761737048801e-05	5.383720275050701e-05	0.0009407301429984854	0.005319934697378917	0.005319934697378917	0.01578395503573234	10	
4	511.7704700343311	2022-07-15 23:42:39	60.99735694977154	12.320948083899719	12.320948083899719	14483.918567641527	9011.038084168558	1.6480862348780623	1.0074062267307766	20.000045521901704	20.06441159171883	39.999480355842294	22.33170826546203	20.310131170712758	33.045086315489606	10.20674651713696	86.27521935510346	20.014342159901638	20.0945129909092	20.102881296619543	20.08647049920674	20.11842772509913	20.085298051356258	20.30565369558387	12.43099	12.43103	61.326750000000004	61.32733999999999	20.0945	20.47	1.0	1.00783634	1.00741306	1.64780769194859	12.336986642752436	12.336986642752436	60.91677179301401	0.0046871526512351075	0.001099737131410048	0.001099737131410048	0.8726621696074595	0.5429188246271371	9.397839687319819e-05	7.697223215838467e-05	0.00018736162788418243	0.00018820299216142458	0.005747450495530298	0.024531982620037158	0.0006000492786770146	0.08824412479082691	0.0004483976780822064	0.05859003629414885	0.000303258749255267	0.00016157763875306378	0.00014112012651307782	0.00033156031547585454	0.0005590081357443778	0.0001325773978698739	0.051674595795600846	0.0037041733220787194	0.0036843045476724653	0.014122552885367913	0.013714094939150108	0.00041952353926792967	0.0001843908891461987	0.0	8.684569304228448e-05	9.008840324928314e-05	0.000627275863179169	0.0068076370586686915	0.0068076370586686915	0.027742189694657894	10	
5	602.3942240774632	2022-07-16 01:13:17	78.0008552199503	16.11563438840566	16.11563438840566	18587.928082856008	11564.310243679869	1.2880494334331112	1.007957255361414	20.00017207500747	20.06589792748536	40.0015054996539	22.27946331759567	20.309996451109104	33.04668394678268	10.206472166081175	85.06532647993349	20.01437995512906	20.095309743822806	20.103644491271297	20.08706267943638	20.11851992279988	20.087147356153107	20.243111384694323	16.19218	16.19219	78.24438	78.24433000000002	20.09439	20.451330000000002	1.0	1.00838402	1.00795455	1.2884699601405898	16.124252779068133	16.124252779068133	77.86173276859746	0.003923916913376104	0.0007319998240240972	0.0007319998240240972	1.450436366066412	0.9023757812674498	9.430893654642672e-05	5.539670084706298e-05	0.00019534967387536926	0.00027213894273608055	0.0040566180474344935	0.016578560592383516	0.00022846231219543318	0.1103656161883632	0.0006152773466979974	0.08187004335742537	0.00026014873529029163	0.00022883359160742273	0.00011144863111106217	0.00028877208898959485	0.000645710211914173	0.00012028202381304359	0.029800856932244928	0.0006569627082265164	0.000677421582177797	0.004678846011573785	0.004486880876510913	0.00037269290307081587	0.0003377869150803035	0.0	5.85192241917148e-05	6.1937052722882e-05	0.0005364977302874089	0.00556465779368926	0.00556465779368926	0.027178332976166567	10	
6	722.541335709393	2022-07-16 03:13:25	91.5819319252968	18.65575029759112	18.65575029759112	21885.71074599127	13615.99570656365	1.0968771609842993	1.0085050250506946	20.00001235266812	20.0677821166228	40.002587196152334	22.19569504298441	20.3101372942884	32.988192347590605	10.206353623480107	82.90618765028617	20.014674213798447	20.096477786363288	20.104950323994537	20.088609296960037	20.119194142999866	20.090213136336438	20.306525225593038	18.680059999999997	18.680049999999998	91.56588	91.56597000000001	20.095190000000002	20.44552	1.0	1.0089317100000001	1.00850323	1.0971783595345799	18.66585118127982	18.66585118127982	91.42923307261557	0.0026492546900615966	0.0003162681634712941	0.0003162681634712941	1.1972661138601588	0.7448682135613522	6.487557724141923e-05	5.261309902525533e-05	0.00021030343538225448	0.00025202913872047073	0.004298770041066058	0.02604128272203289	0.00030737091095958495	0.0916919551398596	0.0005953175527291924	0.12824071291108746	0.00033425891959971553	0.0001579009686346919	0.00015231093538253113	0.00032660741014574926	0.0003869390902037164	0.00014739896870029072	0.05055021331294917	0.0002059126028192601	0.00022022715545493915	0.0019640773915507014	0.002052340127755868	0.00032695565448626074	0.0002357965224510549	0.0	5.530527009246527e-05	5.352257561070012e-05	8.769805247205331e-05	0.0014680045623435432	0.0014680045623435432	0.008463329667981688	10	
7	813.190289709717	2022-07-16 04:44:04	77.99672206702226	16.111031018428612	16.111031018428612	18566.237260338363	11550.81549591041	1.289512030842645	1.0088193624076376	19.9999179481019	20.062008156566293	40.00171112602233	22.29246182629618	20.310191386231104	33.00994071657087	10.205360377540114	81.64573276281662	20.01453152438275	20.09283272408273	20.100813535193005	20.08513208286495	20.11521211548726	20.087280703623087	20.348039818351197	16.18417	16.18417	78.22153	78.22145	20.090989999999998	20.44888	1.0	1.0092450899999998	1.00881112	1.2897958798964702	16.121615634875447	16.121615634875447	77.86227518923201	0.005176519384567166	0.00102634827510001	0.00102634827510001	1.2587778450742737	0.783137177170455	7.62700008356462e-05	2.927234937778558e-05	0.0002594130120662774	0.00013006600131334762	0.0031812126815767366	0.018816186649435622	0.00036379870282667867	0.0928911403921882	0.000377707806484859	0.10116966226442177	0.0003459225226452255	0.00019142813897604378	0.00015671287196615806	0.0003747799625656532	0.0005927445951476438	0.00018877866648282278	0.05635837890185754	0.0006797793759744183	0.0007000714249275642	0.0033109062203576225	0.003438386249390497	0.0005185556864981736	0.0001777638883472565	0.0	3.227536057114168e-05	2.8933710443010125e-05	0.0005009767875369943	0.005574676612241547	0.005574676612241547	0.02807229247154578	10	
8	903.8298347778618	2022-07-16 06:14:43	60.997577217818936	12.316843932145009	12.316843932145009	14450.67681263763	8990.357028905384	1.651822983012051	1.0094242968761629	19.999865387754618	20.05999951455258	40.001664105945125	22.303843097281934	20.31012300588385	32.97334370513503	10.206716433763315	80.65702623956558	20.014566529398614	20.091638406007256	20.099652035306548	20.083932362574046	20.115275746767956	20.08658040012987	20.342823672534884	12.44292	12.44294	61.386990000000004	61.386990000000004	20.091190000000005	20.467940000000002	1.0	1.00985644	1.00942743	1.65233205866604	12.325988782326556	12.325988782326556	60.88490642710099	0.0034707288980191623	0.0008757124866547582	0.0008757124866547582	1.3120686357484865	0.8162915574655866	0.00013495240882798753	6.77454021540351e-05	0.00023155019440699402	0.00017197937282088931	0.002430769032025095	0.019749280172487498	0.00048226150677566825	0.08507828036866112	0.0004963593928305821	0.06377946322058535	0.0003459569453304455	0.00017683398624234885	0.00017244494895656408	0.000333362598250497	0.0005899915600598113	0.00014338609109948908	0.03488419588798516	0.0007871467461661434	0.0008052328855678194	0.0037084902588513705	0.0036990404161077813	0.0006685057965347285	0.00020099751242194937	0.0	6.713593970446997e-05	6.872346105950293e-05	0.0005392068896065515	0.0057851003518060665	0.0057851003518060665	0.022573313227409374	10	
9	995.6198254488409	2022-07-16 07:46:30	43.997495496702996	7.44682107790211	7.44682107790211	10367.28806781809	6449.913893976476	2.2975134233413415	1.0107954747745325	19.99990519079675	20.06003827960676	39.99977521153794	22.273641823147734	20.310222004579597	32.97726042498522	10.20761731570794	79.85920478291003	20.0143791913585	20.091548428871974	20.09967509189881	20.08384935349202	20.11718304503925	20.086763657462743	20.34511324101488	7.629876	7.629907	44.46089	44.46097	20.092990000000004	20.50989	1.0	1.01123493	1.0107989199999998	2.2973315090401805	7.460946766529884	7.460946766529884	43.93256656032422	0.0024024441104677223	0.0007454163659180162	0.0007454163659180162	1.3445449312665985	0.8364963890823607	0.0002724823236690543	0.00010077039722865517	0.00028941590569022763	0.0001399813953035583	0.0037625977688004225	0.021757138764018136	0.0012320325812018981	0.11024319610124796	0.0003075537791753974	0.06964698047467029	0.00029732036498295424	0.00014707539174905196	0.00014196145036218398	0.00021696031303387596	0.0005768698763260862	0.00011324076659632768	0.02903158399241064	0.013949764299084181	0.014085315083447677	0.042637576150621345	0.042527121934124966	0.0005204805471862503	0.00019723082923401547	0.0	0.00010352803533342828	9.884421884964934e-05	0.0013127531141966407	0.007490891511767078	0.007490891511767078	0.022542975571704364	10	
10	1086.7985059656203	2022-07-16 09:17:41	26.998796577345296	0.5069388959606158	0.5069388959606158	6330.968345752407	3938.754323066456	3.76340246362264	1.0118061845939792	19.99998173495754	20.062258089257927	39.99722094084681	22.2364766932942	20.310036254623363	33.024899923452686	10.208474149895897	79.33333325744857	20.014357353085682	20.093502751368085	20.102103648708987	20.085598745262935	20.125407190524474	20.088984489037692	20.22195038644088	0.7568273	0.7567805	27.424510000000005	27.42437	20.1012	20.61553	1.0	1.0122452899999999	1.01179923	3.76343185445442	0.5186185778474172	0.5186185778474172	26.95579127293983	0.0014685805722406376	0.0007017876086997238	0.0007017876086997238	0.4017560576531278	0.24994887392713697	0.0002368034843183091	7.064614240911148e-05	0.0001783435000073714	0.00029996261389616976	0.004196159717518478	0.017891512428321613	0.0003220903248169326	0.12199106810732598	0.0006715897208883517	0.031368520831477016	0.0003035125357895773	0.0001459764840564892	0.00016529396831389866	0.0002256935514051443	0.0004767387260143649	0.0002335306595400661	0.038433479015409285	0.0029597340100083326	0.0029748109603805026	0.0060477185781084445	0.0061057431980062445	0.0008921883209284867	0.0002099999999995106	0.0	6.81071574799521e-05	6.759202689668602e-05	0.0012299849996803384	0.00437240988725613	0.00437240988725613	0.008418171453228358	10	
